Task name,start time,end time,left click,right click,keystroke
others,20130204:161333,20130204:161338,0,0,0
others,20130204:161338,20130204:161346,0,0,0
others,20130204:161346,20130204:161349,0,0,0
others,20130204:161349,20130204:161356,0,0,0
others,20130204:161356,20130204:161357,0,0,0
others,20130204:161357,20130204:161359,0,0,0
others,20130204:161359,20130204:161405,0,0,0
others,20130204:161406,20130204:161419,0,0,39
others,20130204:161419,20130204:161429,0,0,0
others,20130204:161429,20130204:161430,0,0,0
others,20130204:161430,20130204:161447,0,0,0
others,20130204:161447,20130204:161449,0,0,0
others,20130204:161450,20130204:161503,0,0,0
others,20130204:161503,20130204:161506,0,0,0
others,20130204:161506,20130204:161507,0,0,0
others,20130204:161507,20130204:161520,0,0,2
others,20130204:161520,20130204:161521,0,0,2
others,20130204:161521,20130204:161557,0,0,0
others,20130204:161557,20130204:161605,0,0,0
others,20130204:161605,20130204:161614,0,0,0
others,20130204:161614,20130204:161617,0,0,0
others,20130204:161617,20130204:161627,0,0,2
others,20130204:161627,20130204:161632,0,0,2
file operation,20130204:161632,20130204:161655,0,0,0
file operation,20130204:161655,20130204:161656,0,0,0
file operation,20130204:161656,20130204:161700,0,0,0
file operation,20130204:161700,20130204:161736,0,0,0
file operation,20130204:161736,20130204:161737,0,0,0
others,20130204:161737,20130204:161744,0,0,0
others,20130204:161744,20130204:161751,0,0,0
file operation,20130204:161751,20130204:161752,0,0,0
others,20130204:161752,20130204:161754,0,0,0
Excel,20130204:161800,20130204:161808,0,0,0
others,20130204:161808,20130204:161828,0,0,0
others,20130204:161828,20130204:161831,0,0,0
others,20130204:161831,20130204:161833,0,0,0
others,20130204:161833,20130204:161837,0,0,0
others,20130204:161837,20130204:161838,0,0,0
others,20130204:161838,20130204:161844,0,0,0
others,20130204:161844,20130204:161845,0,0,0
others,20130204:161845,20130204:161846,0,0,0
others,20130204:161846,20130204:161848,0,0,0
others,20130204:161848,20130204:161849,0,0,0
others,20130204:161849,20130204:161850,0,0,0
others,20130204:161850,20130204:161852,0,0,0
others,20130204:161852,20130204:161853,0,0,0
others,20130204:161853,20130204:161858,0,0,0
others,20130204:161858,20130204:161906,0,0,4
others,20130204:161906,20130204:161908,0,0,0
file operation,20130204:161908,20130204:161910,0,0,0
file operation,20130204:161910,20130204:161918,0,0,0
file operation,20130204:161918,20130204:161926,0,0,0
file operation,20130204:161926,20130204:161929,0,0,0
file operation,20130204:161929,20130204:161946,0,0,0
file operation,20130204:161946,20130204:161948,0,0,0
file operation,20130204:161948,20130204:161956,0,0,0
file operation,20130204:161956,20130204:161958,0,0,0
file operation,20130204:161958,20130204:162004,0,0,0
Excel,20130204:162005,20130204:162007,0,0,0
Excel,20130204:162007,20130204:162009,0,0,0
file operation,20130204:162009,20130204:162020,0,0,0
Excel,20130204:162020,20130204:162044,0,0,0
others,20130204:162045,20130204:162048,0,0,3
others,20130204:162326,20130204:162334,0,0,0
Excel,20130204:162334,20130204:162347,0,0,0
others,20130204:162347,20130204:162348,0,0,0
Excel,20130204:162440,20130204:162456,0,0,2
others,20130204:162456,20130204:162507,0,0,0
others,20130204:162507,20130204:162517,0,0,0
Excel,20130204:162517,20130204:162532,0,0,0
others,20130204:162532,20130204:162535,0,0,0
others,20130204:162536,20130204:162537,0,0,0
others,20130204:162537,20130204:162539,0,0,0
others,20130204:162539,20130204:162542,0,0,0
others,20130204:162542,20130204:162543,0,0,0
others,20130204:162543,20130204:162545,0,0,0
file operation,20130204:162545,20130204:162546,0,0,0
file operation,20130204:162546,20130204:162550,0,0,0
others,20130204:162550,20130204:162553,0,0,0
others,20130204:162553,20130204:162602,0,0,23
others,20130204:162602,20130204:162603,0,0,0
others,20130204:162603,20130204:162610,0,0,0
others,20130204:162610,20130204:162619,0,0,0
others,20130204:162619,20130204:162627,0,0,0
others,20130204:162627,20130204:162629,0,0,0
others,20130204:162629,20130204:162653,0,0,0
Excel,20130204:162653,20130204:162705,0,0,1
others,20130204:162706,20130204:162714,0,0,22
Excel,20130204:162714,20130204:162750,0,0,1
others,20130204:162750,20130204:162755,0,0,0
others,20130204:162755,20130204:162756,0,0,0
others,20130204:162756,20130204:162816,0,0,0
others,20130204:162816,20130204:162818,0,0,0
others,20130204:162818,20130204:162834,0,0,0
Excel,20130204:162834,20130204:162857,0,0,1
others,20130204:162857,20130204:162912,0,0,0
others,20130204:162912,20130204:162914,0,0,2
others,20130204:162914,20130204:162915,0,0,1
others,20130204:162915,20130204:162918,0,0,0
others,20130204:162918,20130204:162920,0,0,0
others,20130204:162920,20130204:162931,0,0,33
others,20130204:162931,20130204:163002,0,0,0
others,20130204:163002,20130204:163008,0,0,0
others,20130204:163008,20130204:163009,0,0,0
others,20130204:163009,20130204:163011,0,0,0
others,20130204:163011,20130204:163017,0,0,0
others,20130204:163017,20130204:163022,0,0,0
others,20130204:163022,20130204:163023,0,0,0
others,20130204:163023,20130204:163025,0,0,0
others,20130204:163025,20130204:163038,0,0,0
others,20130204:163038,20130204:163041,0,0,0
others,20130204:163041,20130204:163055,0,0,0
others,20130204:163055,20130204:163056,0,0,0
others,20130204:163056,20130204:163107,0,0,0
others,20130204:163107,20130204:163123,0,0,0
others,20130204:163123,20130204:163126,0,0,0
others,20130204:163126,20130204:163127,0,0,0
others,20130204:163127,20130204:163130,0,0,0
file operation,20130204:163130,20130204:163134,0,0,0
file operation,20130204:163134,20130204:163138,0,0,0
Excel,20130204:163138,20130204:163140,0,0,0
others,20130204:163140,20130204:163143,0,0,8
others,20130204:163143,20130204:163145,0,0,0
others,20130204:163145,20130204:163215,0,0,0
others,20130204:163215,20130204:163219,0,0,0
others,20130204:163219,20130204:163223,0,0,0
others,20130204:163223,20130204:163227,0,0,0
others,20130204:163227,20130204:163230,0,0,0
others,20130204:163230,20130204:163244,0,0,0
others,20130204:163244,20130204:163246,0,0,0
others,20130204:163246,20130204:163248,0,0,0
others,20130204:163248,20130204:163250,0,0,0
others,20130204:163250,20130204:163252,0,0,0
others,20130204:163252,20130204:163255,0,0,0
others,20130204:163255,20130204:163312,0,0,0
others,20130204:163312,20130204:163314,0,0,0
others,20130204:163314,20130204:163320,0,0,0
others,20130204:163320,20130204:163329,0,0,0
file operation,20130204:163329,20130204:163333,0,0,0
Excel,20130204:163333,20130204:163419,0,0,0
others,20130204:163419,20130204:163420,0,0,0
Excel,20130204:163420,20130204:163424,0,0,0
others,20130204:163424,20130204:163426,0,0,0
others,20130204:163426,20130204:163431,0,0,9
others,20130204:163431,20130204:163433,0,0,0
others,20130204:163433,20130204:163439,0,0,0
others,20130204:163439,20130204:163445,0,0,0
others,20130204:163445,20130204:163446,0,0,0
others,20130204:163446,20130204:163456,0,0,0
others,20130204:163456,20130204:163508,0,0,51
others,20130204:163508,20130204:163535,0,0,78
others,20130204:163535,20130204:163553,0,0,0
others,20130204:163553,20130204:163618,0,0,0
Excel,20130204:163618,20130204:163635,0,0,2
others,20130204:163635,20130204:163638,0,0,0
file operation,20130204:163638,20130204:163657,0,0,5
Excel,20130204:163657,20130204:163658,0,0,0
browsing,20130204:163658,20130204:163702,0,0,0
browsing,20130204:163702,20130204:163706,0,0,0
Excel,20130204:163706,20130204:163735,0,0,18
file operation,20130204:163735,20130204:163737,0,0,2
Excel,20130204:163737,20130204:163746,0,0,2
browsing,20130204:163746,20130204:163804,0,0,4
Excel,20130204:163804,20130204:163836,0,0,11
email,20130204:163836,20130204:163844,0,0,0
Excel,20130204:163844,20130204:163904,0,0,9
browsing,20130204:163904,20130204:163909,0,0,0
Excel,20130204:163909,20130204:163910,0,0,0
others,20130204:163911,20130204:163919,0,0,0
Excel,20130204:163919,20130204:164004,0,0,0
others,20130204:164004,20130204:164009,0,0,0
others,20130204:164009,20130204:164010,0,0,0
others,20130204:164010,20130204:164011,0,0,0
others,20130204:164011,20130204:164015,0,0,0
others,20130204:164015,20130204:164019,0,0,0
others,20130204:164019,20130204:164020,0,0,0
others,20130204:164020,20130204:164021,0,0,0
file operation,20130204:164021,20130204:164025,0,0,2
Excel,20130204:164025,20130204:164051,0,0,0
others,20130204:164051,20130204:164059,0,0,0
Excel,20130204:164059,20130204:164140,0,0,0
others,20130204:164140,20130204:164142,0,0,0
Excel,20130204:164142,20130204:164146,0,0,0
browsing,20130204:164146,20130204:164148,0,0,1
others,20130204:164148,20130204:164149,0,0,1
browsing,20130204:164149,20130204:164154,0,0,0
file operation,20130204:164154,20130204:164155,0,0,0
others,20130204:164155,20130204:164209,0,0,36
Excel,20130204:164209,20130204:164212,0,0,0
browsing,20130204:164212,20130204:164220,0,0,1
browsing,20130204:164220,20130204:164243,0,0,0
file operation,20130204:164243,20130204:164244,0,0,0
browsing,20130204:164244,20130204:164245,0,0,0
browsing,20130204:164245,20130204:164248,0,0,0
file operation,20130204:164248,20130204:164256,0,0,12
file operation,20130204:164256,20130204:164257,0,0,0
file operation,20130204:164257,20130204:164300,0,0,0
file operation,20130204:164300,20130204:164301,0,0,0
file operation,20130204:164301,20130204:164317,0,0,0
browsing,20130204:164317,20130204:164319,0,0,0
file operation,20130204:164319,20130204:164332,0,0,0
browsing,20130204:164332,20130204:164334,0,0,0
others,20130204:164334,20130204:164338,0,0,0
others,20130204:164338,20130204:164349,0,0,0
Excel,20130204:164349,20130204:164350,0,0,0
others,20130204:164350,20130204:164352,0,0,0
file operation,20130204:164352,20130204:164353,0,0,0
others,20130204:164353,20130204:164356,0,0,1
others,20130204:164356,20130204:164436,0,0,20
others,20130204:164436,20130204:164438,0,0,0
others,20130204:164438,20130204:164440,0,0,0
others,20130204:164440,20130204:164509,0,0,0
others,20130204:164509,20130204:164510,0,0,0
others,20130204:164510,20130204:164514,0,0,2
others,20130204:164514,20130204:164517,0,0,0
others,20130204:164517,20130204:164518,0,0,0
others,20130204:164518,20130204:164520,0,0,0
others,20130204:164520,20130204:164522,0,0,0
others,20130204:164522,20130204:164525,0,0,0
others,20130204:164525,20130204:164529,0,0,0
others,20130204:164529,20130204:164536,0,0,0
others,20130204:164536,20130204:164543,0,0,0
others,20130204:164543,20130204:164558,0,0,0
others,20130204:164558,20130204:164603,0,0,0
others,20130204:164603,20130204:164607,0,0,0
others,20130204:164607,20130204:164619,0,0,0
others,20130204:164619,20130204:164628,0,0,0
others,20130204:164628,20130204:164640,0,0,0
others,20130204:164640,20130204:164641,0,0,0
others,20130204:164641,20130204:164647,0,0,0
file operation,20130204:164647,20130204:164648,0,0,0
others,20130204:164648,20130204:164654,0,0,0
others,20130204:164654,20130204:164655,0,0,0
others,20130204:164655,20130204:164656,0,0,0
others,20130204:164656,20130204:164659,0,0,0
others,20130204:164659,20130204:164701,0,0,0
others,20130204:164701,20130204:164703,0,0,0
others,20130204:164703,20130204:164704,0,0,0
others,20130204:164704,20130204:164706,0,0,0
others,20130204:164706,20130204:164707,0,0,0
others,20130204:164707,20130204:164709,0,0,0
others,20130204:164709,20130204:164711,0,0,0
others,20130204:164711,20130204:164714,0,0,0
others,20130204:164714,20130204:164715,0,0,0
others,20130204:164715,20130204:164722,0,0,0
others,20130204:164722,20130204:164733,0,0,19
others,20130204:164733,20130204:164736,0,0,0
others,20130204:164736,20130204:164741,0,0,0
others,20130204:164741,20130204:164748,0,0,0
others,20130204:164748,20130204:164753,0,0,0
others,20130204:164753,20130204:164755,0,0,0
others,20130204:164755,20130204:164757,0,0,0
others,20130204:164757,20130204:164800,0,0,1
others,20130204:164800,20130204:164802,0,0,2
browsing,20130204:164802,20130204:164803,0,0,0
file operation,20130204:164803,20130204:164804,0,0,0
Excel,20130204:164804,20130204:164814,0,0,0
file operation,20130204:164814,20130204:164815,0,0,0
Excel,20130204:164815,20130204:164829,0,0,0
file operation,20130204:164829,20130204:164830,0,0,0
others,20130204:164830,20130204:164840,0,0,0
file operation,20130204:164840,20130204:164845,0,0,0
others,20130204:164845,20130204:164846,0,0,0
others,20130204:164846,20130204:164847,0,0,0
others,20130204:164847,20130204:164852,0,0,0
others,20130204:164852,20130204:164856,0,0,0
others,20130204:164856,20130204:164859,0,0,0
others,20130204:164859,20130204:164911,0,0,0
Excel,20130204:164911,20130204:164932,0,0,0
others,20130204:164932,20130204:164934,0,0,0
Excel,20130204:164934,20130204:164942,0,0,0
others,20130204:164942,20130204:164952,0,0,0
others,20130204:164952,20130204:165008,0,0,0
others,20130204:165008,20130204:165010,0,0,0
others,20130204:165010,20130204:165016,0,0,0
others,20130204:165016,20130204:165019,0,0,0
others,20130204:165019,20130204:165021,0,0,0
others,20130204:165021,20130204:165025,0,0,0
others,20130204:165026,20130204:165030,0,0,0
others,20130204:165030,20130204:165042,0,0,31
others,20130204:165042,20130204:165047,0,0,0
others,20130204:165047,20130204:165056,0,0,0
others,20130204:165056,20130204:165059,0,0,0
others,20130204:165059,20130204:165104,0,0,0
others,20130204:165104,20130204:165122,0,0,0
others,20130204:165122,20130204:165133,0,0,0
others,20130204:165133,20130204:165138,0,0,0
others,20130204:165138,20130204:165142,0,0,0
others,20130204:165142,20130204:165154,0,0,0
others,20130204:165154,20130204:165155,0,0,0
others,20130204:165155,20130204:165208,0,0,0
others,20130204:165208,20130204:165237,0,0,0
others,20130204:165237,20130204:165238,0,0,0
others,20130204:165238,20130204:165302,0,0,0
others,20130204:165303,20130204:165331,0,0,1
others,20130204:165331,20130204:165338,0,0,0
others,20130204:165338,20130204:165339,0,0,0
others,20130204:165339,20130204:165350,0,0,0
others,20130204:165350,20130204:165353,0,0,0
others,20130204:165353,20130204:165354,0,0,0
others,20130204:165354,20130204:165403,0,0,0
others,20130204:165403,20130204:165407,0,0,0
others,20130204:165407,20130204:165410,0,0,0
others,20130204:165410,20130204:165510,0,0,0
others,20130204:165510,20130204:165517,0,0,0
others,20130204:165517,20130204:165518,0,0,0
others,20130204:165518,20130204:165530,0,0,0
others,20130204:165530,20130204:165532,0,0,0
others,20130204:165532,20130204:165546,0,0,0
Excel,20130204:165546,20130204:165611,0,0,0
others,20130204:165611,20130204:165629,0,0,0
others,20130204:165735,20130204:165741,0,0,1
others,20130204:165741,20130204:165745,0,0,0
others,20130204:165745,20130204:165808,0,0,23
others,20130204:165808,20130204:165812,0,0,0
others,20130204:165812,20130204:165813,0,0,0
others,20130204:165813,20130204:165817,0,0,0
others,20130204:165817,20130204:165819,0,0,0
others,20130204:165819,20130204:165820,0,0,0
others,20130204:165820,20130204:165830,0,0,1
others,20130204:165830,20130204:165907,0,0,0
others,20130204:165907,20130204:165908,0,0,0
others,20130204:165908,20130204:165916,0,0,0
others,20130204:165916,20130204:165924,0,0,24
others,20130204:165924,20130204:165927,0,0,0
others,20130204:165927,20130204:165930,0,0,0
others,20130204:165930,20130204:165935,0,0,0
others,20130204:165935,20130204:170010,0,0,0
others,20130204:170010,20130204:170015,0,0,0
others,20130204:170015,20130204:170023,0,0,0
others,20130204:170023,20130204:170024,0,0,0
others,20130204:170024,20130204:170025,0,0,0
others,20130204:170025,20130204:170027,0,0,0
others,20130204:170027,20130204:170029,0,0,0
others,20130204:170029,20130204:170031,0,0,0
others,20130204:170031,20130204:170035,0,0,0
others,20130204:170035,20130204:170040,0,0,0
others,20130204:170040,20130204:170045,0,0,0
others,20130204:170045,20130204:170049,0,0,0
others,20130204:170049,20130204:170053,0,0,0
others,20130204:170053,20130204:170058,0,0,0
others,20130204:170058,20130204:170104,0,0,0
others,20130204:170104,20130204:170106,0,0,0
others,20130204:170106,20130204:170113,0,0,0
others,20130204:170113,20130204:170116,0,0,0
others,20130204:170116,20130204:170117,0,0,0
others,20130204:170117,20130204:170127,0,0,0
others,20130204:170127,20130204:170149,0,0,0
others,20130204:170149,20130204:170154,0,0,0
others,20130204:170154,20130204:170155,0,0,0
others,20130204:170155,20130204:170156,0,0,0
others,20130204:170156,20130204:170219,0,0,0
others,20130204:170219,20130204:170224,0,0,0
others,20130204:170319,20130204:170334,0,0,30
others,20130204:170334,20130204:170335,0,0,0
Excel,20130204:170335,20130204:170345,0,0,0
others,20130204:170345,20130204:170349,0,0,0
others,20130204:170349,20130204:170400,0,0,0
Excel,20130204:170400,20130204:170409,0,0,0
others,20130204:170409,20130204:170411,0,0,0
others,20130204:170411,20130204:170414,0,0,0
Excel,20130204:170414,20130204:170416,0,0,0
file operation,20130204:170417,20130204:170427,0,0,0
Excel,20130204:170427,20130204:170432,0,0,0
others,20130204:170432,20130204:170440,0,0,24
Excel,20130204:170440,20130204:170441,0,0,0
others,20130204:170441,20130204:170443,0,0,0
others,20130204:170443,20130204:170449,0,0,0
others,20130204:170449,20130204:170453,0,0,0
others,20130204:170453,20130204:170507,0,0,0
others,20130204:170507,20130204:170510,0,0,0
others,20130204:170510,20130204:170519,0,0,0
others,20130204:170519,20130204:170525,0,0,0
others,20130204:170525,20130204:170541,0,0,0
others,20130204:170541,20130204:170544,0,0,0
others,20130204:170544,20130204:170549,0,0,0
Excel,20130204:170549,20130204:170624,0,0,0
file operation,20130204:170624,20130204:170627,0,0,0
others,20130204:170627,20130204:170633,0,0,0
Excel,20130204:170633,20130204:170741,0,0,0
others,20130204:170758,20130204:170931,0,0,6
file operation,20130204:170931,20130204:170941,0,0,0
others,20130204:170941,20130204:171010,0,0,1
others,20130204:171012,20130204:171014,0,0,0
others,20130204:171015,20130204:171020,0,0,1
Excel,20130204:171020,20130204:171022,0,0,0
file operation,20130204:171022,20130204:171023,0,0,0
Excel,20130204:171023,20130204:171154,0,0,134
others,20130204:171154,20130204:171157,0,0,0
Excel,20130204:171158,20130204:171511,0,0,183
Excel,20130204:171511,20130204:171527,0,0,2
email,20130204:171527,20130204:171537,0,0,0
Excel,20130204:171537,20130204:171541,0,0,0
others,20130204:171541,20130204:171550,0,0,21
others,20130204:171550,20130204:171551,0,0,1
Excel,20130204:171551,20130204:171554,0,0,0
file operation,20130204:171554,20130204:171608,0,0,1
others,20130204:171608,20130204:171609,0,0,0
others,20130204:171609,20130204:171614,0,0,0
file operation,20130204:171614,20130204:171615,0,0,0
file operation,20130204:171615,20130204:171616,0,0,0
others,20130204:171616,20130204:171617,0,0,0
file operation,20130204:171617,20130204:171618,0,0,0
others,20130204:171618,20130204:171809,0,0,0
others,20130204:171809,20130204:171810,0,0,0
others,20130204:171810,20130204:171812,0,0,0
file operation,20130204:171812,20130204:171816,0,0,0
Excel,20130204:171816,20130204:171828,0,0,0
file operation,20130204:171828,20130204:171905,0,0,0
file operation,20130204:171918,20130204:171922,0,0,10
file operation,20130204:171922,20130204:171930,0,0,10
file operation,20130204:171930,20130204:171932,0,0,0
file operation,20130204:171932,20130204:171934,0,0,0
file operation,20130204:171934,20130204:171937,0,0,0
file operation,20130204:171937,20130204:171939,0,0,0
file operation,20130204:171939,20130204:171948,0,0,0
others,20130204:171948,20130204:171953,0,0,0
others,20130204:171955,20130204:171958,0,0,0
others,20130204:171958,20130204:172007,0,0,0
others,20130204:172007,20130204:172009,0,0,0
others,20130204:172009,20130204:172012,0,0,0
others,20130204:172012,20130204:172019,0,0,0
others,20130204:172019,20130204:172020,0,0,0
others,20130204:172020,20130204:172026,0,0,0
others,20130204:172026,20130204:172027,0,0,0
others,20130204:172027,20130204:172030,0,0,0
others,20130204:172031,20130204:172045,0,0,47
Excel,20130204:172045,20130204:172049,0,0,0
others,20130204:172049,20130204:172056,0,0,0
others,20130204:172056,20130204:172103,0,0,0
others,20130204:172103,20130204:172115,0,0,0
others,20130204:172115,20130204:172117,0,0,0
others,20130204:172117,20130204:172119,0,0,0
others,20130204:172119,20130204:172121,0,0,0
others,20130204:172121,20130204:172135,0,0,0
others,20130204:172135,20130204:172137,0,0,0
others,20130204:172137,20130204:172145,0,0,0
Excel,20130204:172145,20130204:172240,0,0,133
others,20130204:172240,20130204:172242,0,0,0
others,20130204:172242,20130204:172243,0,0,0
others,20130204:172243,20130204:172306,0,0,0
others,20130204:172306,20130204:172316,0,0,0
others,20130204:172316,20130204:172318,0,0,0
others,20130204:172318,20130204:172352,0,0,0
others,20130204:172352,20130204:172353,0,0,0
others,20130204:172353,20130204:172404,0,0,0
others,20130204:172404,20130204:172407,0,0,0
others,20130204:172407,20130204:172409,0,0,0
others,20130204:172409,20130204:172410,0,0,0
others,20130204:172410,20130204:172457,0,0,0
others,20130204:172457,20130204:172459,0,0,0
others,20130204:172459,20130204:172512,0,0,0
others,20130204:172512,20130204:172538,0,0,0
Excel,20130204:172646,20130204:172649,0,0,1
file operation,20130204:172649,20130204:172653,0,0,0
Excel,20130204:172653,20130204:172654,0,0,0
file operation,20130204:172654,20130204:172655,0,0,0
Excel,20130204:172655,20130204:172837,0,0,178
others,20130204:172837,20130204:172843,0,0,0
others,20130204:172843,20130204:172846,0,0,0
others,20130204:172846,20130204:172847,0,0,0
others,20130204:172847,20130204:172849,0,0,2
others,20130204:172849,20130204:172850,0,0,0
Excel,20130204:172851,20130204:172858,0,0,0
file operation,20130204:172858,20130204:172901,0,0,0
Excel,20130204:172901,20130204:172903,0,0,0
file operation,20130204:172903,20130204:172906,0,0,0
Excel,20130204:172906,20130204:172919,0,0,4
others,20130204:172919,20130204:172923,0,0,0
Excel,20130204:172923,20130204:172926,0,0,0
others,20130204:172926,20130204:172930,0,0,0
others,20130204:172930,20130204:172932,0,0,0
others,20130204:172932,20130204:172933,0,0,0
others,20130204:172933,20130204:172935,0,0,2
file operation,20130204:172935,20130204:172937,0,0,0
Excel,20130204:172937,20130204:172952,0,0,0
Excel,20130204:172955,20130204:172956,0,0,0
file operation,20130204:172956,20130204:172957,0,0,0
Excel,20130204:172957,20130204:173008,0,0,0
others,20130204:173008,20130204:173010,0,0,0
Excel,20130204:173010,20130204:173012,0,0,0
Excel,20130204:173012,20130204:173013,0,0,0
others,20130204:173013,20130204:173014,0,0,0
Excel,20130204:173014,20130204:173015,0,0,0
file operation,20130204:173015,20130204:173028,0,0,0
Excel,20130204:173028,20130204:173031,0,0,2
others,20130204:173031,20130204:173033,0,0,0
others,20130204:173033,20130204:173034,0,0,0
Excel,20130204:173034,20130204:173040,0,0,0
others,20130204:173040,20130204:173048,0,0,24
others,20130204:173048,20130204:173051,0,0,0
others,20130204:173051,20130204:173057,0,0,0
others,20130204:173057,20130204:173102,0,0,0
others,20130204:173102,20130204:173104,0,0,0
others,20130204:173104,20130204:173105,0,0,0
others,20130204:173105,20130204:173107,0,0,0
Excel,20130204:173107,20130204:173111,0,0,0
others,20130204:173111,20130204:173114,0,0,0
others,20130204:173114,20130204:173115,0,0,0
others,20130204:173115,20130204:173121,0,0,0
others,20130204:173121,20130204:173124,0,0,0
others,20130204:173124,20130204:173125,0,0,0
others,20130204:173125,20130204:173127,0,0,2
file operation,20130204:173127,20130204:173129,0,0,0
Excel,20130204:173129,20130204:173152,0,0,2
browsing,20130204:173152,20130204:173208,0,0,1
file operation,20130204:173208,20130204:173217,0,0,0
browsing,20130204:173217,20130204:173221,0,0,1
browsing,20130204:173221,20130204:173224,0,0,0
browsing,20130204:173224,20130204:173234,0,0,0
browsing,20130204:173234,20130204:173247,0,0,0
Excel,20130204:173248,20130204:173308,0,0,0
file operation,20130204:173308,20130204:173312,0,0,0
Excel,20130204:173312,20130204:173325,0,0,0
browsing,20130204:173325,20130204:173329,0,0,0
others,20130204:173329,20130204:173339,0,0,0
browsing,20130204:173339,20130204:173455,0,0,124
email,20130204:173455,20130204:173507,0,0,0
browsing,20130204:173507,20130204:173510,0,0,0
browsing,20130204:173510,20130204:173513,0,0,1
browsing,20130204:173513,20130204:173522,0,0,0
browsing,20130204:173522,20130204:173552,0,0,3
browsing,20130204:173552,20130204:173553,0,0,0
browsing,20130204:173553,20130204:173554,0,0,0
browsing,20130204:173554,20130204:173558,0,0,0
email,20130204:173558,20130204:173613,0,0,0
browsing,20130204:173613,20130204:173616,0,0,0
others,20130204:173616,20130204:173623,0,0,0
email,20130204:173624,20130204:173625,0,0,0
others,20130204:173626,20130204:173630,0,0,0
others,20130204:173631,20130204:173634,0,0,0
others,20130204:173634,20130204:173725,0,0,0
others,20130204:173725,20130204:173728,0,0,0
others,20130204:173728,20130204:173732,0,0,0
others,20130204:173732,20130204:173733,0,0,0
others,20130204:173733,20130204:173739,0,0,2
others,20130204:173739,20130204:173744,0,0,4
others,20130204:173744,20130204:173754,0,0,0
others,20130204:173754,20130204:173759,0,0,0
others,20130204:173759,20130204:173802,0,0,0
others,20130204:173802,20130204:173803,0,0,0
others,20130204:173803,20130204:173804,0,0,0
others,20130204:173804,20130204:173805,0,0,0
others,20130204:173805,20130204:173807,0,0,0
others,20130204:173807,20130204:173809,0,0,0
others,20130204:173809,20130204:173811,0,0,0
others,20130204:173811,20130204:173814,0,0,0
others,20130204:173814,20130204:173816,0,0,0
others,20130204:173816,20130204:173817,0,0,0
others,20130204:173817,20130204:173818,0,0,0
others,20130204:173818,20130204:173819,0,0,0
others,20130204:173819,20130204:173822,0,0,0
others,20130204:173822,20130204:173823,0,0,0
others,20130204:173823,20130204:173839,0,0,40
others,20130204:173839,20130204:173842,0,0,0
others,20130204:173842,20130204:173844,0,0,0
others,20130204:173844,20130204:173852,0,0,0
others,20130204:173852,20130204:173855,0,0,0
others,20130204:173855,20130204:173901,0,0,0
others,20130204:173901,20130204:173904,0,0,0
browsing,20130204:173904,20130204:173933,0,0,0
others,20130204:173933,20130204:174007,0,0,0
file operation,20130204:174007,20130204:174009,0,0,0
Excel,20130204:174009,20130204:174013,0,0,0
Excel,20130204:174013,20130204:174028,0,0,4
others,20130204:174029,20130204:174043,0,0,48
Excel,20130204:174043,20130204:174058,0,0,0
others,20130204:174058,20130204:174114,0,0,0
Excel,20130204:174114,20130204:174141,0,0,0
others,20130204:174141,20130204:174203,0,0,24
Excel,20130204:174203,20130204:174255,0,0,0
others,20130204:174255,20130204:174433,0,0,44
Excel,20130204:174433,20130204:174435,0,0,0
others,20130204:174436,20130204:174438,0,0,0
others,20130204:174438,20130204:174500,0,0,0
others,20130204:174500,20130204:174512,0,0,2
others,20130204:174512,20130204:174514,0,0,2
others,20130204:174514,20130204:174515,0,0,0
others,20130204:174515,20130204:174516,0,0,0
others,20130204:174516,20130204:174519,0,0,2
others,20130204:174519,20130204:174558,0,0,21
others,20130204:174558,20130204:174559,0,0,0
others,20130204:174559,20130204:174614,0,0,1
others,20130204:174614,20130204:174624,0,0,4
others,20130204:174624,20130204:174728,0,0,54
file operation,20130204:174728,20130204:174734,0,0,0
Excel,20130204:174734,20130204:174755,0,0,2
others,20130204:174755,20130204:174819,0,0,29
Excel,20130204:174819,20130204:174820,0,0,0
others,20130204:174820,20130204:174834,0,0,0
others,20130204:174834,20130204:174918,0,0,6
others,20130204:174918,20130204:174921,0,0,1
others,20130204:174921,20130204:174929,0,0,9
others,20130204:174929,20130204:175014,0,0,25
others,20130204:175014,20130204:175054,0,0,14
others,20130204:175054,20130204:175057,0,0,1
others,20130204:175058,20130204:175106,0,0,3
others,20130204:175106,20130204:175111,0,0,15
others,20130204:175111,20130204:175113,0,0,0
others,20130204:175113,20130204:175118,0,0,0
others,20130204:175118,20130204:175138,0,0,0
others,20130204:175138,20130204:175149,0,0,1
Excel,20130204:175149,20130204:175157,0,0,2
others,20130204:175157,20130204:175158,0,0,2
others,20130204:175158,20130204:175201,0,0,0
Excel,20130204:175201,20130204:175208,0,0,2
others,20130204:175208,20130204:175214,0,0,2
Excel,20130204:175214,20130204:175222,0,0,2
others,20130204:175222,20130204:175240,0,0,12
Excel,20130204:175240,20130204:175242,0,0,2
others,20130204:175243,20130204:175247,0,0,2
Excel,20130204:175247,20130204:175249,0,0,2
others,20130204:175249,20130204:175253,0,0,5
others,20130204:175253,20130204:175254,0,0,0
Excel,20130204:175254,20130204:175256,0,0,0
others,20130204:175257,20130204:175311,0,0,0
file operation,20130204:175311,20130204:175313,0,0,0
Excel,20130204:175313,20130204:175314,0,0,0
file operation,20130204:175314,20130204:175315,0,0,0
